0 481.961730957
10 309.365100685
20 501.245790359
30 445.109291091
40 914.641044423
50 864.285325579
60 759.38302011
70 985.433766355
80 996.994808377
90 791.498262768
100 990.083841055
110 640.084535877
120 744.531985706
130 563.531555124
140 528.134241044
150 528.855759741
160 499.223012385
170 403.247909496
180 207.649244354
190 190.84736089
200 199.533652321
210 178.753293593
220 161.399411158
230 199.08715474
240 283.707704524
250 200.119622592
260 189.589383624
270 180.659542113
280 228.961187215
290 288.851167109
300 625.464019808
310 154.698846427
320 70.8895195904
330 78.421023502
340 17.6489155853
350 -12.4213445253
360 -9.59834825609
370 -14.8268321103
380 -22.5979080786
390 -25.4704834623
400 -28.1831333003
410 -28.6029899759
420 -34.9949964145
430 -33.6923843198
440 -38.3205845675
450 -41.5569895286
460 -35.9997853191
470 -45.5798015551
480 -44.1391726779
490 -42.9378437582
500 -46.3480367357
510 -43.4037837273
520 -37.4820963975
530 -28.5207171018
540 -20.286701785
550 -21.0845823193
560 -24.3832059087
570 17.4066369057
580 12.1653989206
590 30.6120085554
600 41.329576401
610 92.3567645488
620 140.553159538
630 253.776099815
640 242.91456464
650 230.85673051
660 747.007059108
670 223.268736852
680 201.849406759
690 380.16335241
700 370.557000394
710 348.630745646
720 190.082443513
730 105.373908102
740 13.8825458408
750 -37.6858957911
760 -61.6622893485
770 -93.6920469943
780 -95.399827097
790 -120.624432071
800 -139.791470457
810 -142.70672093
820 -147.51592363
830 -259.698936224
840 -570.037105283
850 -837.247490123
860 -1067.45500666
870 -1333.23135456
880 -1387.24563286
890 -1512.98365311
900 -1744.38874676
910 -1651.40372659
920 -1252.48597819
930 -1257.53496958
940 -1094.54546608
950 -681.981789937
960 -549.527862411
970 -959.315446271
980 -993.25522985
990 -904.499652937
1000 -861.793452166
1010 -601.551484823
1020 -4.48312662639
1030 -63.8532813738
1040 -824.586630601
1050 -732.363470785
1060 -840.097595367
1070 -675.248428323
1080 -850.658543233
1090 -1146.48943011
1100 -1217.47939463
1110 -1173.12962402
1120 -1166.06736215
1130 -1270.09000782
1140 -1560.75323468
1150 -1889.67909512
1160 -1511.51869236
1170 -1892.19023106
1180 -1865.70454938
1190 -2758.78184496
1200 -2901.07615402
1210 -2805.43638568
1220 -3434.99030196
1230 -3461.39828632
1240 -2970.24424333
1250 -2855.77067511
1260 -2368.46769752
1270 -2441.13234323
1280 -2729.00523042
1290 -2846.91245055
1300 -2103.20549064
1310 -2586.06962025
1320 -2899.79631583
1330 -3026.14916834
1340 -2928.94164115
1350 -3830.04234263
1360 -4201.22066637
1370 -4248.49880012
1380 -4186.52079844
1390 -4295.13125497
1400 -4168.7228454
1410 -4338.72024125
1420 -4481.06331813
1430 -4337.02227328
1440 -4321.21407784
1450 -4328.43226746
1460 -4353.8600204
1470 -4039.80166306
1480 -4163.12667032
1490 -4474.71103015
1500 -4462.74774378
1510 -4429.88838896
1520 -4353.42946013
1530 -4420.28821386
1540 -4375.84339097
1550 -4374.65466982
1560 -4378.31364492
1570 -4378.34415942
1580 -4350.65904467
1590 -4382.28387706
1600 -4381.32721108
1610 -4384.23116922
1620 -4380.88251391
1630 -4287.72559504
1640 -3909.0201024
1650 -3892.09039547
1660 -3804.61615445
1670 -3376.32046922
1680 -2918.77063984
1690 -2693.84436745
1700 -2555.74593748
1710 -2388.4616818
1720 -2744.85249008
1730 -2746.51446966
1740 -2962.75895337
1750 -3037.86031799
1760 -2950.64472732
1770 -2788.32866152
1780 -2878.95559379
1790 -2572.05904928
1800 -304.673563372
1810 -84.220851807
1820 -1450.22401159
1830 -1993.92683318
1840 -1857.87620849
1850 -1942.44065581
1860 -1923.73759057
1870 -1597.20331834
1880 -1454.48867862
1890 -1984.30388426
1900 -1870.58353359
1910 -1589.45454239
1920 -1163.76389551
1930 -37.7380846775
1940 -161.601772285
1950 -1316.21356328
1960 -1873.85922832
1970 -2118.43179082
1980 -2262.70513875
1990 -2201.65818911
2000 -2267.19003433
2010 -2297.23877584
2020 -2219.30216793
2030 -2095.63009839
2040 -1412.36236046
2050 -675.938729706
2060 -63.225334777
2070 -18.041417779
2080 -48.7160578803
2090 15.3269680424
2100 123.676193615
2110 -21.5719302332
2120 -9.35999570719
2130 -76.3906030471
2140 -114.841971056
2150 -158.117910701
2160 -133.185684251
2170 -106.251218468
2180 -106.206778602
2190 -126.201708472
2200 -125.983666533
2210 -154.694991956
2220 -104.820586214
2230 -107.91458227
2240 -104.059361989
2250 -41.1964412073
2260 -64.0279407101
2270 -56.8761624416
2280 -73.8589102942
2290 -90.1519849229
2300 -96.3916937135
2310 -92.672280071
2320 -50.7416445005
2330 -84.7800755561
2340 -107.743799858
2350 -121.563144667
2360 -143.210931131
2370 -137.998653168
2380 -184.237082163
2390 -255.228188297
2400 -231.984572608
2410 -208.731142869
2420 -113.110582501
2430 -99.6675207107
2436.29162649 -251.145950317
